,Club,League,Age,National,Height,Main_position,Foot,Market_Value,Months_left,Start_app,Sub_app,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Market_Value_log,Card,Position_Group,Continent,Continent_Grouped,Club_Group
1677,Olympique Lyon,Ligue1,23,USA,188,Defensive Midfield,right,6.0,49.0,11.0,11.0,1069.0,1,0,3,0,0.6,90.6,0.2,0,6.5,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.0,1.2,0.4,0.4,0.8,0.5,0.6,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.0,29.0,1.7,1.0,24.6,1.8,0.4,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,1.0,0.5,1.5,1.9459101490553132,3,Tiền vệ,American,Other,Lower Tier
1678,Stade Reims,Ligue1,31,Malta,176,Central Midfield,left,4.0,25.0,9.0,8.0,749.0,1,0,1,0,0.8,84.5,0.2,0,6.26,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.1,0.0,0.4,0.5,0.2,0.7,0.4,0.6,0.1,0.0,0.1,0.0,0.7,0.8,0.2,0.5,0.1,33.3,1.8,0.9,26.4,4.2,0.6,0.6,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.3,1.1,1.1,2.1,1.6094379124341003,1,Tiền vệ,Europe,Europe,Lower Tier
1679,OGC Nice,Ligue1,25,Nigeria,188,Centre-Forward,left,15.0,25.0,0.0,3.0,42.0,0,0,0,0,1.0,57.1,1.0,0,6.11,1.7,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,0.0,0.0,0.0,2.772588722239781,0,Tiền đạo,Africa,Africa,Mid-High Tier
1680,AJ Auxerre,Ligue1,25,Canada,191,Centre-Forward,right,1.8,37.0,11.0,16.0,932.0,2,1,1,0,1.0,64.0,2.0,0,6.36,3.7,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.2,0.1,0.3,0.2,0.7,0.1,0.0,0.1,0.0,0.1,0.4,0.0,0.4,0.3,7.5,0.0,0.1,4.8,2.6,0.7,0.3,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.7,0.1,0.1,0.2,1.0296194171811583,1,Tiền đạo,American,Other,Bottom Tier
1681,Olympique Lyon,Ligue1,24,Argentina,171,Attacking Midfield,right,25.0,1.0,6.0,7.0,691.0,1,4,2,0,1.5,91.9,0.1,0,6.52,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.5,0.7,0.3,0.5,0.1,0.0,0.1,0.0,0.4,1.0,0.2,0.8,0.1,37.8,1.8,0.5,32.9,2.5,0.8,0.5,0.0,0.0,0.0,0.0,1.5,0.7,0.0,0.8,0.8,0.9,1.7,3.258096538021482,2,Tiền đạo,American,Other,Upper Tier
1682,AS Monaco,Ligue1,28,Germany,186,Centre-Back,both,15.0,37.0,26.0,0.0,2295.0,4,0,1,0,0.5,90.1,2.0,1,6.98,3.3,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.0,4.1,0.1,0.0,0.1,0.8,0.8,0.2,0.1,0.0,0.0,1.3,0.2,0.1,0.1,0.0,67.0,3.2,3.1,57.3,3.5,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.3,1.4,0.6,2.0,2.772588722239781,1,Phòng ngự,Europe,Europe,Mid-High Tier
1683,RC Strasbourg Alsace,Ligue1,33,France,180,Left-Back,left,0.8,1.0,0.0,2.0,8.0,0,0,0,0,0.0,0.0,0.0,0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5877866649021191,0,Phòng ngự,Europe,Europe,Bottom Tier
1684,LOSC Lille,Ligue1,33,Belgium,191,Right-Back,right,2.0,13.0,18.0,9.0,1656.0,2,0,4,0,0.9,83.2,1.0,2,6.75,1.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.1,0.0,1.7,0.4,0.4,0.9,0.1,0.9,0.1,0.0,0.1,0.0,1.1,0.4,0.0,0.4,0.1,39.6,1.6,1.7,31.4,4.9,0.8,0.4,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.7,1.9,0.6,2.4,1.0986122886681098,4,Phòng ngự,Europe,Europe,Bottom Tier
1685,AJ Auxerre,Ligue1,24,France,185,Goalkeeper,right,0.3,37.0,2.0,0.0,180.0,0,0,0,0,0.0,49.1,0.0,1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,7.5,13.5,5.5,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.26236426446749106,0,Phòng ngự,Europe,Europe,Bottom Tier
1686,Montpellier HSC,Ligue1,26,France,176,Left-Back,left,0.8,25.0,10.0,5.0,928.0,1,0,3,0,0.5,75.1,1.2,0,6.37,2.1,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.9,0.2,0.0,2.1,0.5,0.7,1.2,0.5,0.5,0.1,0.1,0.0,0.0,0.7,0.5,0.1,0.3,0.1,16.1,0.3,0.7,11.8,3.3,1.3,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.4,1.6,1.0,2.6,0.5877866649021191,3,Phòng ngự,Europe,Europe,Bottom Tier
1687,LOSC Lille,Ligue1,22,Portugal,175,Right-Back,right,15.0,49.0,4.0,3.0,405.0,0,0,1,0,1.1,83.1,1.0,0,6.9,1.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.6,1.3,1.7,3.0,1.4,0.9,0.0,0.0,0.0,0.0,0.3,0.7,0.1,0.6,0.3,26.1,0.6,1.0,21.1,3.4,1.9,0.4,0.0,0.0,0.0,0.0,1.1,0.7,0.0,0.4,1.7,0.4,2.1,2.772588722239781,1,Phòng ngự,Europe,Europe,Mid-High Tier
1688,Le Havre AC,Ligue1,22,France,183,Right-Back,right,2.5,1.0,12.0,5.0,1036.0,1,0,2,0,0.4,84.5,0.5,0,6.4,1.4,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.6,0.1,0.0,2.3,0.8,0.8,1.6,0.6,0.5,0.1,0.1,0.0,0.0,0.6,0.2,0.0,0.2,0.1,23.1,0.5,1.2,19.0,2.4,1.1,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.2,1.8,0.5,2.3,1.252762968495368,2,Phòng ngự,Europe,Europe,Bottom Tier
1689,FC Nantes,Ligue1,29,Zimbabwe,183,Centre-Forward,right,3.0,25.0,6.0,5.0,508.0,1,2,1,0,0.7,75.9,1.4,1,6.58,2.5,1.4,1.1,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.2,0.3,0.1,0.0,0.5,1.0,0.3,1.3,0.3,0.5,0.1,0.0,0.1,0.0,0.5,0.7,0.1,0.6,0.2,14.7,0.2,0.3,11.0,3.3,1.2,0.6,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.5,1.3,0.6,1.9,1.3862943611198906,1,Tiền đạo,Africa,Africa,Lower Tier
1690,OGC Nice,Ligue1,21,France,178,Right Midfield,both,3.0,25.0,7.0,13.0,718.0,1,0,1,0,0.6,86.8,0.6,1,6.56,0.7,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.1,0.0,0.9,0.4,0.2,0.6,0.4,0.4,0.1,0.0,0.1,0.0,0.9,0.7,0.2,0.6,0.0,16.7,0.7,0.6,13.9,1.7,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.4,1.3,0.3,1.6,1.3862943611198906,1,Tiền vệ,Europe,Europe,Lower Tier
1691,RC Lens,Ligue1,21,France,180,Defensive Midfield,right,0.1,25.0,0.0,7.0,110.0,0,0,1,0,0.4,79.8,0.0,0,6.12,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.6,0.1,0.3,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.0,12.7,0.4,0.7,9.7,1.9,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.6,0.1,0.7,0.09531017980432487,1,Tiền vệ,Europe,Europe,Bottom Tier
1692,Montpellier HSC,Ligue1,33,France,172,Attacking Midfield,right,3.0,13.0,26.0,2.0,2292.0,2,5,4,1,1.7,76.8,0.8,0,6.75,1.6,0.8,0.9,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.1,0.0,0.7,1.5,1.0,2.4,2.2,0.8,0.1,0.0,0.1,0.0,0.5,2.5,1.0,1.5,0.0,44.7,6.5,3.4,27.8,7.0,1.6,1.0,0.0,0.0,0.0,0.0,1.7,1.3,0.0,0.4,1.0,0.9,1.9,1.3862943611198906,6,Tiền đạo,Europe,Europe,Lower Tier
1693,Olympique Marseille,Ligue1,29,Switzerland,182,Left-Back,left,4.0,37.0,8.0,10.0,771.0,2,2,1,0,0.4,88.2,0.8,0,6.56,1.1,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.9,0.4,0.3,0.7,0.4,0.3,0.1,0.1,0.1,0.0,0.4,0.3,0.0,0.3,0.1,25.0,0.6,0.4,21.5,2.5,0.7,0.5,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.2,0.8,0.5,1.3,1.6094379124341003,1,Phòng ngự,Europe,Europe,Lower Tier
1694,Olympique Marseille,Ligue1,30,France,172,Central Midfield,right,9.0,13.0,16.0,7.0,1429.0,3,1,5,0,0.5,90.6,0.6,0,6.72,1.1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.9,0.2,0.0,1.1,0.2,0.5,0.7,0.5,1.5,0.1,0.0,0.1,0.0,1.3,0.4,0.0,0.4,0.0,55.6,0.7,0.6,49.7,4.6,0.8,0.7,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,1.9,0.7,2.6,2.302585092994046,5,Tiền vệ,Europe,Europe,Mid-Tier
1695,RC Strasbourg Alsace,Ligue1,20,Argentina,170,Left-Back,left,8.0,1.0,11.0,0.0,913.0,0,2,2,0,0.8,84.4,0.6,0,7.03,1.3,0.6,0.6,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.8,0.4,0.2,0.0,1.4,0.9,0.7,1.6,2.2,1.0,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.3,0.0,46.7,1.5,1.8,38.0,5.5,1.7,0.7,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.2,2.5,0.7,3.3,2.1972245773362196,2,Phòng ngự,American,Other,Mid-Tier
1696,AS Monaco,Ligue1,23,Brazil,173,Right-Back,right,20.0,37.0,23.0,3.0,1991.0,1,3,4,1,0.8,79.6,0.8,2,6.99,1.8,0.8,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.2,1.4,0.2,0.0,2.2,0.9,0.9,1.8,0.8,1.0,0.0,0.0,0.0,0.0,1.5,0.9,0.1,0.8,0.0,42.9,3.0,2.7,31.2,6.1,1.4,0.5,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6,2.8,0.7,3.5,3.044522437723423,6,Phòng ngự,American,Other,Mid-High Tier
1697,OGC Nice,Ligue1,19,Nigeria,194,Centre-Forward,right,0.5,37.0,0.0,4.0,32.0,0,0,0,0,0.5,88.2,0.5,0,6.15,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3,0.3,0.0,3.5,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.4054651081081644,0,Tiền đạo,Africa,Africa,Bottom Tier
1698,FC Toulouse,Ligue1,29,Switzerland,185,Central Midfield,right,4.0,13.0,24.0,2.0,2140.0,5,1,4,0,1.1,80.7,1.1,0,6.76,2.2,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,0.2,0.0,1.3,0.6,0.3,0.9,1.1,1.1,0.2,0.0,0.1,0.0,0.6,1.1,0.3,0.8,0.0,45.2,2.2,3.2,34.2,5.5,1.6,0.7,0.0,0.0,0.0,0.0,1.1,0.6,0.1,0.4,1.7,1.0,2.6,1.6094379124341003,4,Tiền vệ,Europe,Europe,Lower Tier
1699,Paris Saint-Germain,Ligue1,25,Portugal,172,Central Midfield,right,60.0,49.0,19.0,9.0,1946.0,5,1,1,0,1.0,94.0,0.0,1,6.99,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.6,0.5,0.9,1.4,0.4,0.3,0.2,0.0,0.1,0.0,0.5,0.8,0.1,0.7,0.0,80.6,5.2,0.9,70.5,4.0,1.1,0.7,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.4,1.5,0.8,2.3,4.110873864173311,1,Tiền vệ,Europe,Europe,Top Tier
1700,Montpellier HSC,Ligue1,34,Tunisia,176,Left Winger,right,1.5,1.0,10.0,18.0,1080.0,1,1,4,0,1.2,74.8,0.4,1,6.23,1.1,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.6,0.2,0.8,1.0,0.8,0.0,0.0,0.0,0.0,0.2,0.6,0.1,0.6,0.2,10.1,0.7,0.4,6.9,2.1,0.8,0.9,0.0,0.0,0.0,0.0,1.2,0.8,0.0,0.5,0.9,0.5,1.3,0.9162907318741551,4,Tiền đạo,Africa,Africa,Bottom Tier
1701,Olympique Lyon,Ligue1,25,France,188,Centre-Back,right,4.0,1.0,0.0,1.0,7.0,0,0,0,0,0.0,100.0,0.0,0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0,Phòng ngự,Europe,Europe,Lower Tier
1702,FC Toulouse,Ligue1,24,Norway,177,Right-Back,right,2.0,13.0,8.0,13.0,787.0,0,1,3,0,0.2,82.8,0.2,0,6.38,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.7,0.4,0.5,0.9,0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.4,0.0,15.2,0.1,0.4,12.5,2.2,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,1.2,0.6,1.8,1.0986122886681098,3,Phòng ngự,Europe,Europe,Bottom Tier
1703,Paris Saint-Germain,Ligue1,19,France,178,Central Midfield,right,60.0,49.0,21.0,5.0,1842.0,1,1,3,0,0.6,93.0,0.3,0,6.73,0.8,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,1.0,0.1,0.0,0.7,0.7,0.7,1.4,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.5,0.1,0.5,0.0,56.4,1.1,0.7,51.3,3.2,1.3,1.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.3,1.7,0.7,2.4,4.110873864173311,3,Tiền vệ,Europe,Europe,Top Tier
1704,RC Lens,Ligue1,30,France,171,Centre-Forward,right,3.5,13.0,11.0,11.0,894.0,3,0,3,0,0.8,80.7,0.5,1,6.32,1.2,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.5,0.4,0.9,0.2,1.0,0.1,0.0,0.1,0.0,0.1,0.4,0.0,0.4,0.3,10.6,0.1,0.2,8.5,1.8,0.8,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.6,0.7,0.3,1.0,1.5040773967762742,3,Tiền đạo,Europe,Europe,Lower Tier
1705,AS Monaco,Ligue1,24,Ivory Coast,190,Centre-Back,right,25.0,37.0,20.0,4.0,1823.0,1,2,4,0,0.7,86.5,2.0,1,6.91,3.2,2.0,1.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.2,0.0,4.0,0.2,0.3,0.5,1.3,1.3,0.0,0.0,0.0,0.0,1.8,0.3,0.0,0.3,0.1,51.3,2.3,3.3,42.0,3.6,0.5,0.3,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.4,1.3,0.3,1.7,3.258096538021482,4,Phòng ngự,Africa,Africa,Upper Tier
1706,Paris Saint-Germain,Ligue1,23,Ecuador,187,Centre-Back,left,45.0,49.0,22.0,5.0,2041.0,0,1,2,0,0.1,94.9,1.0,0,6.88,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.1,0.0,3.1,0.2,0.0,0.2,0.3,0.7,0.0,0.0,0.0,0.0,1.5,0.1,0.0,0.1,0.0,69.4,1.4,1.6,64.4,2.0,0.6,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,2.0,0.3,2.4,3.828641396489095,2,Phòng ngự,American,Other,Top Tier
1707,Angers SCO,Ligue1,24,Ivory Coast,194,Goalkeeper,right,6.0,13.0,31.0,0.0,2790.0,0,0,4,0,0.0,63.2,0.3,1,6.87,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.7,9.1,10.1,0.1,0.0,0.0,4.2,0.2,2.7,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.9459101490553132,4,Phòng ngự,Africa,Africa,Lower Tier
1708,Le Havre AC,Ligue1,27,France,183,Left-Back,left,0.8,25.0,9.0,6.0,945.0,0,2,3,0,0.3,74.8,0.5,2,6.81,0.7,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.8,0.2,0.0,2.4,0.3,0.9,1.2,0.8,0.5,0.0,0.0,0.0,0.0,0.5,1.7,0.9,0.9,0.1,25.1,1.4,2.7,17.4,3.6,1.1,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.2,0.3,1.5,0.5877866649021191,3,Phòng ngự,Europe,Europe,Bottom Tier
1709,FC Toulouse,Ligue1,24,Ivory Coast,178,Left Winger,right,8.0,13.0,24.0,4.0,2076.0,2,3,2,0,1.6,78.1,0.2,3,6.66,1.2,0.2,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.7,0.1,0.0,0.1,2.3,1.7,4.0,2.1,0.5,0.1,0.0,0.0,0.0,0.2,1.0,0.1,0.9,0.0,19.3,0.2,0.3,14.9,3.9,2.1,1.7,0.0,0.0,0.0,0.0,1.6,0.4,0.0,1.2,0.9,0.6,1.5,2.1972245773362196,2,Tiền đạo,Africa,Africa,Mid-Tier
1710,Angers SCO,Ligue1,23,France,175,Central Midfield,right,0.8,25.0,14.0,13.0,1341.0,1,0,3,0,0.3,83.2,0.2,0,6.31,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.1,0.0,1.2,0.4,0.1,0.5,0.6,0.9,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.0,15.9,0.4,0.5,12.8,2.1,1.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,1.9,1.0,2.9,0.5877866649021191,3,Tiền vệ,Europe,Europe,Bottom Tier
1711,Le Havre AC,Ligue1,23,Morocco,174,Central Midfield,left,5.0,13.0,22.0,6.0,1863.0,2,0,4,0,1.0,82.4,0.4,0,6.47,1.3,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.9,0.6,0.4,1.0,1.0,1.3,0.1,0.0,0.0,0.0,0.7,0.5,0.1,0.5,0.1,22.5,1.0,0.5,17.5,3.5,1.2,0.9,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.2,1.8,1.3,3.1,1.791759469228055,4,Tiền vệ,Africa,Africa,Lower Tier
1712,Stade Reims,Ligue1,20,Mali,180,Central Midfield,right,5.0,49.0,8.0,4.0,638.0,1,1,4,0,1.1,77.0,0.3,0,6.65,1.2,0.3,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.8,0.3,0.0,0.2,0.7,1.2,1.8,0.6,1.3,0.1,0.0,0.1,0.0,0.3,0.6,0.1,0.5,0.0,18.8,0.4,0.6,14.1,3.8,1.2,0.7,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.5,1.4,0.7,2.1,1.791759469228055,4,Tiền vệ,Africa,Africa,Lower Tier
1713,OGC Nice,Ligue1,19,France,185,Left-Back,left,0.15,1.0,2.0,1.0,155.0,0,0,0,0,0.3,75.5,1.0,0,6.29,1.7,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,2.3,0.0,0.3,0.3,0.7,2.0,0.0,0.0,0.0,0.0,1.3,0.7,0.0,0.7,0.0,16.3,0.0,2.0,12.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,1.3,2.7,0.13976194237515868,0,Phòng ngự,Europe,Europe,Bottom Tier
1714,Stade Reims,Ligue1,25,France,190,Goalkeeper,right,9.0,25.0,31.0,0.0,2790.0,0,0,1,0,0.0,66.1,0.3,1,7.01,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,5.8,10.4,15.3,0.4,0.0,0.0,4.1,0.4,2.5,1.2,0.0,0.0,0.0,0.0,0.1,0.1,0.1,2.302585092994046,1,Phòng ngự,Europe,Europe,Mid-Tier
1715,Paris Saint-Germain,Ligue1,18,France,168,Right-Back,right,2.5,37.0,2.0,1.0,162.0,0,0,0,0,0.3,95.8,0.3,0,6.4,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,48.0,0.3,0.3,45.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,0.3,1.7,1.252762968495368,0,Phòng ngự,Europe,Europe,Bottom Tier
1716,OGC Nice,Ligue1,26,Burundi,183,Centre-Back,right,12.0,25.0,22.0,1.0,1934.0,3,0,5,0,0.5,89.9,1.6,0,6.92,2.8,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.7,0.2,0.0,5.0,0.1,0.3,0.3,0.6,0.8,0.1,0.0,0.1,0.0,0.9,0.2,0.1,0.1,0.0,56.7,1.7,2.8,49.3,2.9,0.6,0.3,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.3,1.7,0.5,2.2,2.5649493574615367,5,Phòng ngự,Africa,Africa,Mid-Tier
1717,OGC Nice,Ligue1,20,Germany,179,Centre-Forward,left,10.0,1.0,2.0,9.0,202.0,2,1,0,0,0.5,81.4,0.2,1,6.36,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.2,0.6,0.4,0.1,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.5,3.9,0.0,0.0,3.2,0.7,0.3,0.4,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.3,0.3,0.1,0.4,2.3978952727983707,0,Tiền đạo,Europe,Europe,Mid-Tier
1718,AS Saint-Étienne,Ligue1,37,Morocco,190,Centre-Back,left,0.5,1.0,11.0,4.0,1026.0,0,0,2,0,0.1,86.9,1.3,0,6.31,2.0,1.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.5,0.1,0.0,3.9,0.3,0.2,0.5,0.4,1.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.1,0.0,33.2,0.7,1.8,28.2,2.5,0.5,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,1.1,0.4,1.5,0.4054651081081644,2,Phòng ngự,Africa,Africa,Bottom Tier
1719,AS Saint-Étienne,Ligue1,26,France,176,Right-Back,right,2.0,1.0,10.0,1.0,795.0,0,0,4,0,0.9,78.2,0.3,0,6.24,1.5,0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.4,0.0,0.8,1.3,0.9,2.2,0.7,2.3,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.5,0.1,32.1,1.9,2.1,23.2,4.9,1.3,0.4,0.0,0.0,0.0,0.0,0.9,0.5,0.0,0.5,2.0,1.0,3.0,1.0986122886681098,4,Phòng ngự,Europe,Europe,Bottom Tier
1720,FC Toulouse,Ligue1,25,Morocco,179,Right Winger,both,12.0,13.0,22.0,2.0,1859.0,7,2,4,0,2.5,68.8,1.0,1,6.55,2.6,1.0,1.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.6,0.2,0.0,0.3,1.4,0.5,1.9,1.0,1.4,0.3,0.1,0.2,0.0,0.3,0.5,0.0,0.5,0.5,12.4,0.1,0.1,8.5,3.8,2.6,1.0,0.0,0.0,0.0,0.0,2.5,0.5,0.4,1.7,0.8,0.7,1.5,2.5649493574615367,4,Tiền đạo,Africa,Africa,Mid-Tier
