,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Unnamed: 0,CLB,Main_position,Foot,Contract,Market_Value
148,Strasbourg,22 years old (17-10-2002),"1,87m",France,"Defender (Centre, Right)",2.9,1.8,1.1,-,-,-,-,-,-,-,0.2,0.2,1,0.2,-,4.7,0.4,0.8,1.2,0.6,1.1,-,-,-,-,1.1,0.3,0.1,0.3,-,55.6,1.3,2.8,46.8,4.7,1.3,0.3,-,-,-,-,0.6,0.1,0.1,0.4,2,0.5,2.5,Guela Doue,27(2),2472,1,1,6,-,0.6,86.6,1.8,1,6.93,Ligue1,369,RC Strasbourg Alsace,Right-Back,right,"Jun 30, 2029",€12.00m
149,Strasbourg,21 years old (03-01-2004),"1,78m",France,"Midfielder (Centre, Left, Right)",0.9,0.3,0.5,-,-,-,-,-,0.1,0.1,0.2,0.1,0.6,0.2,-,1.4,1.2,0.4,1.7,1.8,0.9,0.1,-,0.1,-,0.4,0.8,0.1,0.7,-,31.1,0.9,0.8,26,3.3,1,0.8,-,-,-,-,0.9,0.3,-,0.6,0.7,0.4,1.1,Habib Diarra,25(2),2160,4,3,5,-,0.9,86.8,0.3,1,6.71,Ligue1,372,RC Strasbourg Alsace,Central Midfield,right,"Jun 30, 2028",€20.00m
150,Brest,18 years old (15-07-2006),"1,64m",Mali,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,5.5,-,-,5.5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,Hamidou Makalou,0(2),16,-,-,-,-,-,100,-,-,6.09,Ligue1,398,Stade Brestois 29,Defensive Midfield,right,"Jun 30, 2029",€200k
151,Lens,21 years old (14-11-2003),"1,79m",Nigeria,Midfielder,1.4,0.6,0.9,-,-,-,-,-,-,-,0.1,0.1,0.5,0.3,-,0.4,0.3,0.4,0.7,0.2,1.1,0.1,-,0.1,-,0.6,0.1,-,0.1,0.1,15.1,0.7,0.8,11.6,2.1,0.3,-,-,-,-,-,0.6,0.3,-,0.3,1.7,0.8,2.4,Hamzat Ojediran,1(15),381,1,-,5,-,0.6,81.3,0.6,-,6.43,Ligue1,343,RC Lens,Defensive Midfield,right,"Jun 30, 2028",€2.00m
152,Auxerre,23 years old (07-07-2001),"1,78m",France,Midfielder (Centre),1,0.4,0.6,-,-,-,-,-,-,-,0.2,-,0.4,0.4,-,0.6,1.3,0.6,1.9,1,1.1,-,-,-,-,1,0.2,0.1,0.1,-,23,0.7,0.9,18.8,2.6,0.7,0.7,-,-,-,-,0.4,0.2,0.1,0.1,0.9,0.1,1.1,Han Noah Massengo,8(6),782,-,-,5,-,0.4,84.8,0.4,-,6.36,Ligue1,15,AJ Auxerre,Central Midfield,right,"Jun 30, 2025",€5.00m
153,Rennes,31 years old (09-01-1994),"1,87m",Netherlands,"Defender (Centre, Right), Midfielder (Right)",2.5,1.6,0.9,-,-,-,-,-,-,-,0.2,-,0.5,0.1,-,2.4,0.2,0.2,0.4,0.4,0.8,-,-,-,-,1.1,0.6,-,0.5,0.1,39.8,1.8,1.6,33.2,3.2,0.4,0.2,-,-,-,-,0.3,0.1,-,0.2,1.2,0.7,1.9,Hans Hateboer,18(8),1681,-,-,3,-,0.3,87.9,1.6,-,6.56,Ligue1,448,Stade Rennais FC,Right-Back,right,"Jun 30, 2026",€3.00m
154,Angers,31 years old (28-01-1994),"1,77m",Algeria,Defensive Midfielder (C),1.4,0.5,1,-,-,-,-,-,-,-,0.4,-,1,-,-,2,0.6,0.4,1,1.5,0.8,-,-,-,-,1.6,0.2,-,0.2,-,37.4,1.2,1.1,31.8,3.4,1.2,0.5,-,-,-,-,0.1,0.1,-,-,2.5,0.9,3.4,Haris Belkebla,21(1),1795,-,1,1,-,0.1,88.1,0.5,1,6.68,Ligue1,40,Angers SCO,Central Midfield,right,"Jun 30, 2026",€2.00m
155,Nantes,18 years old (29-08-2006),"1,86m",,Forward,0.9,0.4,0.6,-,-,-,-,-,-,-,-,-,0.6,-,-,0.2,0.9,0.5,1.5,0.1,0.2,0.1,-,0.1,-,0.1,0.1,-,0.1,-,6.4,0.1,0.2,4.7,1.4,0.5,0.8,-,-,-,-,0.4,0.1,0.1,0.3,0.7,0.4,1.1,Herba Guirassy,2(15),333,2,-,-,-,0.4,75.2,0.4,-,6.27,Ligue1,126,FC Nantes,Left Winger,,"Jun 30, 2028",€1.00m
156,Lens,28 years old (16-10-1996),"1,86m",Burkina Faso,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.4,-,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.4,4,7,11.2,0.2,-,-,3.6,0.4,2.8,0.4,-,-,-,-,0.2,-,0.2,Herve Koffi,5,450,-,-,2,-,-,67.9,0.2,-,6.83,Ligue1,333,RC Lens,Goalkeeper,right,"Jun 30, 2028",€1.50m
157,Nice,25 years old (23-09-1999),"1,75m",Algeria,"Midfielder (Centre, Right)",1.9,0.6,1.3,-,-,0.1,-,-,-,0.1,0.4,-,1,0.3,-,1.6,1.5,0.8,2.3,1.7,1.5,0.1,-,0.1,-,0.8,0.8,-,0.7,-,38.7,1.4,0.9,31.3,5.1,1.2,0.8,-,-,-,-,1.5,0.6,0.1,0.8,2.7,0.8,3.5,Hicham Boudaoui,24(2),2182,2,2,9,-,1.5,84.5,0.6,-,6.99,Ligue1,246,OGC Nice,Central Midfield,right,"Jun 30, 2027",€10.00m
158,Angers,25 years old (17-11-1999),"1,85m",France,"Attacking Midfielder (Centre, Left), Forward",1.1,0.5,0.6,-,-,-,-,-,-,-,-,0.1,0.7,0.1,-,0.7,2.1,1.9,4,1,1.4,0.2,0.1,0.1,-,0.8,1.2,0.1,1,0.1,50.7,1.7,1.2,41.3,6.4,1.7,1.6,-,-,-,-,1.1,0.6,0.2,0.3,1.6,1,2.6,Himad Abdelli,29,2583,6,1,4,-,1.1,84.8,0.5,-,6.77,Ligue1,43,Angers SCO,Attacking Midfield,right,"Jun 30, 2026",€7.00m
159,Reims,22 years old (11-08-2002),"1,87m",Japan,Defender (Right),1.4,0.6,0.8,-,-,-,-,-,-,-,0.5,0.3,0.6,0.1,-,3.4,0.3,0.4,0.8,0.3,0.3,-,-,-,-,0.4,0.2,-,0.2,-,28.4,1.3,1.6,22.7,2.8,1,0.8,-,-,-,-,0.3,0.2,-,0.2,0.6,0.8,1.3,Hiroki Sekine,7(5),695,-,-,1,-,0.3,84.5,0.6,-,6.34,Ligue1,419,Stade Reims,Right-Back,right,"Jun 30, 2029",€800k
160,Brest,26 years old (30-05-1998),"1,80m",France,Defensive Midfielder (C),0.7,0.3,0.3,-,-,-,-,-,-,-,0.1,-,0.5,0.1,-,1.1,0.5,0.3,0.8,0.8,0.8,-,-,-,-,0.5,0.2,-,0.2,-,32.6,1.3,1.2,26.7,3.4,0.7,0.7,-,-,-,-,0.6,0.6,-,0.1,1.4,0.8,2.3,Hugo Magnetti,25(4),2129,1,-,4,-,0.6,85.9,0.3,-,6.42,Ligue1,400,Stade Brestois 29,Central Midfield,right,"Jun 30, 2027",€7.00m
161,Paris Saint-Germain,17 years old (24-01-2008),-,France,Forward,0.4,0.3,0.1,-,-,-,-,-,-,-,-,-,0.1,-,-,0.3,1,0.3,1.3,0.3,0.7,0.1,-,0.1,-,0.3,0.3,-,0.3,-,12.4,0.1,-,10.9,1.4,0.7,1.3,-,-,-,-,0.7,-,-,0.7,0.1,0.6,0.7,Ibrahim Mbaye,2(5),157,1,-,-,-,0.7,88.5,0.3,-,6.34,Ligue1,330,Paris Saint-Germain,Right Winger,right,"Jun 30, 2027",€2.00m
162,Brest,23 years old (30-08-2001),"1,86m",,"Attacking Midfielder (Left), Forward",0.4,0.1,0.3,-,-,-,-,-,0.1,0.1,-,-,0.2,-,-,-,1.3,0.8,2.1,0.3,0.5,0.1,-,0.1,-,0.2,0.5,0.3,0.3,0.2,9.4,0.3,0.3,6.7,2.1,1,0.5,-,-,-,-,1.1,0.4,0.1,0.6,0.3,0.4,0.8,Ibrahim Salah,4(8),355,1,1,-,-,1.1,74.3,0.1,1,6.36,Ligue1,404,Stade Brestois 29,Left Winger,right,"Jun 30, 2025",€4.00m
163,Saint-Etienne,29 years old (27-11-1995),"1,92m",Mali,Forward,4.1,1.6,2.5,-,-,-,-,-,0.1,0.1,0.1,-,0.4,0.1,-,0.7,0.4,0.2,0.6,1.2,2,0.2,0.1,0.1,-,0.1,0.4,-,0.4,0.5,9.2,0.2,0.2,5.9,2.8,1.8,0.7,-,-,-,-,1.2,0.2,0.2,0.8,0.6,0.2,0.8,Ibrahim Sissoko,8(10),810,3,1,1,-,1.2,67.3,1.6,-,6.31,Ligue1,103,AS Saint-Étienne,Centre-Forward,right,"Jun 30, 2026",€2.00m
164,Angers,26 years old (11-03-1999),"1,87m",Senegal,"Attacking Midfielder (Left), Forward",2.7,1.1,1.5,-,-,-,-,-,-,-,-,-,0.2,-,-,0.3,0.5,0.3,0.8,1.3,0.6,0.1,-,0.1,-,0.1,0.4,-,0.4,0.4,7.8,0.2,0.2,5.2,2.2,1.5,0.7,-,-,-,-,1.3,0.3,0.3,0.7,0.3,-,0.3,Ibrahima Niane,8(16),936,3,1,-,-,1.3,69.4,1.1,-,6.26,Ligue1,50,Angers SCO,Centre-Forward,right,"Jun 30, 2025",€1.50m
165,Saint-Etienne,29 years old (05-05-1995),"1,75m",Senegal,Forward,0.9,0.3,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.7,0.9,0.3,0.6,-,-,-,-,-,0.1,-,0.1,0.4,3.6,-,-,2.7,0.9,1.4,0.9,-,-,-,-,0.9,0.1,0.1,0.6,0.7,0.6,1.3,Ibrahima Wadji,0(7),143,-,-,-,-,0.9,76,0.3,-,6.0,Ligue1,104,AS Saint-Étienne,Centre-Forward,right,"Jun 30, 2025",€800k
166,Saint-Etienne,21 years old (08-06-2003),"1,66m",,Midfielder,0.7,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,-,-,-,-,-,0.3,-,-,-,-,5,0.3,-,3.7,1,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,Igor Miladinovic,0(3),23,-,-,-,-,-,80,0.7,-,6.12,Ligue1,98,AS Saint-Étienne,Attacking Midfield,right,"Jun 30, 2028",€1.50m
167,Le Havre,19 years old (14-05-2005),"1,72m",,Forward,0.7,-,0.7,-,-,-,-,-,-,-,-,0.1,0.2,-,-,0.1,0.8,0.3,1,0.4,0.4,-,-,-,-,0.1,0.2,-,0.2,0.1,4.9,-,0.1,3.2,1.7,0.6,0.8,-,-,-,-,0.4,-,-,0.4,0.6,0.2,0.8,Ilyes Housni,3(9),228,-,-,-,-,0.4,64.4,-,-,6.03,Ligue1,176,Le Havre AC,Centre-Forward,right,"Jun 30, 2025",€2.00m
168,Saint-Etienne,27 years old (08-08-1997),"1,85m",France,"Attacking Midfielder (Left, Right), Forward",1.3,0.6,0.8,-,-,-,-,-,0.2,0.2,0.3,0.1,1,0.2,-,0.4,1.2,0.4,1.6,0.8,0.9,0.3,0.2,0.1,0.1,0.3,1.3,0.1,1.2,0.2,24.3,0.6,0.3,17.1,6.4,2.5,0.8,-,-,-,-,1.5,0.3,0.3,0.8,0.4,0.8,1.3,Irvin Cardona,10(2),850,4,2,2,-,1.5,72.6,0.6,1,6.55,Ligue1,102,AS Saint-Étienne,Centre-Forward,right,"Jun 30, 2025",€2.00m
169,Lille,35 years old (11-01-1990),"1,77m",Brazil,Defender (Left),1.6,0.7,0.9,-,-,-,-,-,0.1,0.1,0.1,0.4,0.8,0.2,-,2.3,0.7,0.5,1.2,0.4,0.8,-,-,-,-,0.7,0.3,-,0.3,-,32,0.6,0.7,27.9,2.9,0.6,0.5,-,-,-,-,0.6,0.2,-,0.4,2.1,0.6,2.7,Ismaily,8(6),754,-,1,3,-,0.6,88.8,0.7,-,6.8,Ligue1,190,LOSC Lille,Left-Back,left,"Jun 30, 2025",€1.50m
170,Marseille,27 years old (01-12-1997),"1,75m",Algeria,Midfielder (Centre),0.6,0.2,0.4,-,-,0.1,0.1,-,-,0.2,-,-,0.5,0.1,-,0.1,0.4,0.7,1.1,0.9,1.7,-,-,-,-,0.9,1.2,0.3,0.9,-,68.1,1.9,0.8,61.6,3.8,0.6,1.1,-,-,-,-,0.3,0.2,-,0.1,2,0.5,2.5,Ismael Bennacer,6(4),542,-,2,1,-,0.3,93.2,0.2,-,6.83,Ligue1,296,Olympique Marseille,Defensive Midfield,left,"Jun 30, 2025",€15.00m
171,Strasbourg,21 years old (24-07-2003),"1,83m",France,"Defender (Centre), Defensive Midfielder (C)",1.4,0.9,0.5,-,-,-,-,-,-,-,0.4,0.1,0.6,0.3,-,3.5,0.1,0.4,0.5,0.6,0.9,-,-,-,-,0.9,0.4,0.1,0.3,-,52.3,1.4,2.3,45,3.6,0.7,0.6,-,-,-,-,0.1,-,-,-,1.3,0.3,1.5,Ismael Doukoure,28,2388,1,1,7,-,0.1,88.7,0.9,-,6.6,Ligue1,362,RC Strasbourg Alsace,Centre-Back,right,"Jun 30, 2026",€15.00m
172,Rennes,22 years old (16-06-2002),"1,88m",Canada,Midfielder (Centre),0.9,0.3,0.6,-,-,-,-,-,-,-,0.1,0.1,0.4,-,-,0.1,0.8,0.3,1,1.4,0.5,-,-,-,-,0.5,0.5,0.3,0.3,0.1,22.1,0.5,0.3,18.9,2.5,0.5,0.8,-,-,-,-,0.5,0.4,-,0.1,1,0.1,1.1,Ismael Kone,3(5),361,-,-,-,-,0.5,87.6,0.3,-,6.32,Ligue1,451,Stade Rennais FC,Central Midfield,right,"Jun 30, 2025",€10.00m
173,Le Havre,24 years old (10-10-2000),"1,82m",Senegal,"Attacking Midfielder (Left), Forward",5,3.2,1.8,-,-,-,-,-,0.1,0.1,0.2,-,0.5,-,-,0.9,1.3,0.6,1.9,1.8,0.5,0.2,-,0.1,-,0.5,0.9,-,0.9,0.2,17,0.5,0.3,10.7,5.5,2.2,1,-,-,-,-,1.3,0.5,-,0.8,0.7,1.2,1.9,Issa Soumare,18(8),1635,4,3,-,-,1.3,65.9,3.2,1,6.72,Ligue1,174,Le Havre AC,Left Winger,right,"Jun 30, 2026",€1.50m
174,Montpellier,31 years old (01-01-1994),"1,80m",Guinea,"Defender (Left, Right), Midfielder (Left)",2.3,1.2,1.1,-,-,-,-,-,-,-,0.2,0.1,0.5,0.1,-,1.7,0.3,0.5,0.8,0.3,0.7,0.1,-,0.1,-,0.5,0.4,0.1,0.3,0.2,23.8,1.2,0.9,17.9,3.8,0.9,0.4,-,-,-,-,0.6,0.2,0.1,0.3,1.4,0.7,2.1,Issiaga Sylla,15(4),1160,1,-,2,-,0.6,80.1,1.2,-,6.36,Ligue1,216,Montpellier HSC,Left-Back,left,"Jun 30, 2025",€2.00m
175,Angers,21 years old (19-08-2003),"1,79m",France,Defender (Left),1.3,0.7,0.6,-,-,-,-,-,-,-,0.2,0.1,0.7,0.1,-,0.8,1.1,0.3,1.3,1.1,0.7,-,-,-,-,0.3,-,-,-,0.1,10.5,0.3,0.5,7.8,1.9,0.6,0.7,-,-,-,-,0.1,-,-,0.1,1.3,0.3,1.5,Jacques Ekomie,6(9),609,-,-,1,-,0.1,77.1,0.7,-,6.22,Ligue1,33,Angers SCO,Left-Back,right,"Jun 30, 2027",€800k
176,Toulouse,18 years old (29-07-2006),"1,88m",,Defensive Midfielder (C),1.5,0.8,0.7,-,-,-,-,-,-,-,0.1,0.1,0.5,0.1,-,2.1,0.2,0.3,0.5,0.2,1,-,-,-,-,0.7,0.2,0.1,0.1,-,26.9,0.9,1.1,22.3,2.6,0.3,0.5,-,-,-,-,0.2,0.1,-,0.1,1.1,0.3,1.5,Jaydee Canvot,9(6),836,-,-,2,-,0.2,86.1,0.8,-,6.39,Ligue1,138,FC Toulouse,Centre-Back,right,"Jun 30, 2029",€2.50m
177,Nantes,30 years old (26-01-1995),"1,86m",Cameroon,"Defender (Centre, Right)",2.9,1.9,1,-,-,-,-,-,-,-,0.6,0.1,0.3,0.2,-,4.9,-,0.1,0.1,0.4,1.2,-,-,-,-,0.9,0.1,-,0.1,-,43.9,1.6,2,37.5,2.8,0.6,0.1,-,-,-,-,0.5,0.1,0.1,0.4,1.1,0.3,1.4,Jean Charles Castelletto,27,2353,-,-,5,1,0.5,89,1.9,1,6.46,Ligue1,112,FC Nantes,Centre-Back,both,"Jun 30, 2028",€3.50m
178,Angers,31 years old (20-03-1994),"1,86m",Ivory Coast,Defensive Midfielder (C),2.4,1.5,0.9,-,-,-,-,-,-,-,0.5,-,0.8,0.3,-,1.2,0.6,0.5,1.1,1,1.9,0.1,-,-,-,1.3,0.4,-,0.4,-,29.2,0.5,1.1,24.3,3.4,1.2,0.6,-,-,-,-,1,0.4,-,0.6,2.2,1,3.2,Jean Eudes Aholou,26,1978,2,-,7,-,1,84.7,1.5,2,6.67,Ligue1,38,Angers SCO,Defensive Midfield,left,"Jun 30, 2026",€2.00m
179,Lens,19 years old (24-10-2005),"1,78m",,Forward,1.4,0.1,1.3,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,-,1.4,1.1,2.5,0.6,1.8,0.1,-,0.1,-,0.1,0.4,0.1,0.3,0.3,8.5,-,0.5,6.4,1.6,1.4,0.8,-,-,-,-,0.8,0.1,0.1,0.5,0.9,0.5,1.4,Jeremy Agbonifo,1(7),298,1,-,1,-,0.8,75,0.1,-,6.22,Ligue1,351,RC Lens,Right Winger,left,"Jun 30, 2025",€5.00m
180,Lens,23 years old (25-04-2002),"1,82m",Ecuador,"Defender (Left), Midfielder (Left)",1.2,0.7,0.5,-,-,-,-,-,-,-,0.1,0.1,0.9,0.1,-,1.2,0.3,0.3,0.6,0.8,1,0.1,0.1,-,-,0.6,0.9,0.3,0.6,0.2,22.8,0.9,0.8,16.7,4.4,1.1,0.8,-,-,-,-,0.5,0.1,0.1,0.3,0.9,0.5,1.4,Jhoanner Chavez,7(3),600,1,-,1,-,0.5,77.2,0.7,1,6.6,Ligue1,340,RC Lens,Left-Back,left,"Jun 30, 2028",€4.00m
181,Angers,30 years old (27-02-1995),"1,72m",Gabon,"Midfielder (Centre, Left, Right)",1.2,0.4,0.7,-,-,-,-,-,0.1,0.1,-,0.1,0.3,0.1,-,0.5,1.2,0.5,1.7,0.9,0.6,-,-,-,-,0.4,0.5,-,0.5,0.3,15.7,0.2,0.3,12.3,2.9,1.3,1.1,-,-,-,-,1.3,0.2,0.1,1,0.6,0.7,1.3,Jim Allevinah,22(4),1624,-,3,3,-,1.3,79.6,0.4,-,6.31,Ligue1,45,Angers SCO,Right Winger,right,"Jun 30, 2027",€1.80m
182,Nantes,22 years old (22-10-2002),"1,76m",France,Midfielder (Centre),1.4,0.7,0.6,-,-,-,-,-,-,-,0.1,0.1,1.1,0.1,-,0.8,0.6,0.6,1.3,1.4,1.8,0.1,-,-,-,0.7,0.3,-,0.3,-,24.7,0.9,0.4,19.2,4.1,1.6,0.8,-,-,-,-,0.7,0.2,-,0.4,2.4,1.4,3.9,Johann Lepenant,22(5),1972,2,1,3,-,0.7,81.6,0.7,1,6.56,Ligue1,118,FC Nantes,Defensive Midfield,right,"Jun 30, 2025",€7.00m
183,Reims,21 years old (24-09-2003),"1,92m",Spain,Defensive Midfielder (C),2.4,1,1.4,-,-,-,-,-,-,-,0.2,0.2,0.7,-,-,0.7,0.9,0.5,1.4,1,1.1,-,-,-,-,0.6,0.1,-,0.1,-,17.5,0.5,1.3,12.4,3.3,0.5,0.7,-,-,-,-,0.3,0.2,-,0.1,1.7,1.2,2.9,John Patrick,5(5),485,-,-,-,-,0.3,73.7,1,-,6.34,Ligue1,426,Stade Reims,Central Midfield,right,"Jun 30, 2029",€1.00m
184,Brest,35 years old (09-04-1990),"1,84m",France,"Midfielder (Centre, Left)",0.9,0.3,0.6,-,-,-,-,-,-,-,0.1,-,0.2,0.1,-,0.8,0.1,0.1,0.3,0.7,0.5,0.1,0.1,-,-,0.5,0.2,-,0.2,-,18.7,0.8,0.4,15.9,1.7,0.3,0.3,-,-,-,-,0.2,-,0.1,0.1,0.8,0.3,1.1,Jonas Martin,5(10),479,1,-,2,-,0.2,89,0.3,-,6.24,Ligue1,397,Stade Brestois 29,Defensive Midfield,right,"Jun 30, 2025",€800k
185,Nice,32 years old (25-09-1992),"1,78m",France,"Defender (Right), Midfielder (Left, Right)",1,0.6,0.4,0.2,0.1,-,-,-,0.1,0.3,0.1,0.2,0.7,0.3,-,2.4,0.6,0.4,1,0.4,1,0.1,-,0.1,-,1.8,2.1,0.7,1.4,-,36.8,1,1.9,27.7,6.2,1.2,0.3,-,-,-,-,1,0.3,-,0.7,1.9,1,2.9,Jonathan Clauss,24(1),2047,3,8,7,-,1,78,0.6,3,7.25,Ligue1,242,OGC Nice,Right-Back,right,"Jun 30, 2026",€6.00m
186,Lille,25 years old (14-01-2000),"1,78m",Canada,"Attacking Midfielder (Centre), Forward",1.9,0.6,1.3,-,-,-,-,-,0.1,0.1,0.1,-,0.4,0.1,-,0.3,0.6,0.7,1.2,1.1,0.8,0.6,0.2,0.4,-,0.1,1.1,-,1.1,0.2,20.9,0.3,0.1,17,3.4,2.1,1.3,-,-,-,-,2.2,0.3,0.3,1.6,0.7,0.3,1,Jonathan David,25(4),2306,16,4,4,-,2.2,83,0.6,5,7.0,Ligue1,204,LOSC Lille,Centre-Forward,both,"Jun 30, 2025",€45.00m
187,Lens,32 years old (24-11-1992),"1,80m",France,"Defender (Centre, Right)",4.6,2.7,1.9,-,-,-,-,-,-,-,0.4,-,0.6,0.2,-,4.4,0.3,0.1,0.4,0.6,1.3,-,-,-,-,1,0.5,-,0.4,-,52.1,2.9,3.3,41.5,4.4,0.5,0.1,-,-,-,-,0.7,0.3,-,0.5,1.9,0.7,2.6,Jonathan Gradit,21(1),1846,-,-,4,-,0.7,85.2,2.7,1,6.74,Ligue1,337,RC Lens,Centre-Back,right,"Jun 30, 2028",€4.00m
188,Marseille,22 years old (30-04-2003),"1,73m",England,"Attacking Midfielder (Centre, Left, Right)",0.8,0.3,0.6,-,-,-,-,-,-,0.1,-,-,-,0.1,-,-,0.8,0.6,1.4,0.8,0.5,0.1,-,0.1,-,-,0.5,-,0.5,0.2,8.6,-,-,7.5,1.1,1.3,0.5,-,-,-,-,1.2,0.4,0.1,0.8,0.4,0.2,0.6,Jonathan Rowe,4(21),661,3,2,2,-,1.2,87,0.3,1,6.42,Ligue1,303,Olympique Marseille,Left Winger,right,"Jun 30, 2025",€12.00m
189,Brest,31 years old (09-03-1994),"1,76m",France,"Defender (Left), Midfielder (Left)",2,1.5,0.5,-,-,-,-,-,-,-,0.2,0.2,0.7,0.2,-,1.5,0.5,0.6,1.2,0.5,1.4,-,-,-,-,0.6,0.5,0.1,0.5,-,38.4,1.4,2.2,26.9,7.9,0.8,0.5,-,-,-,-,0.7,0.7,-,-,2.2,0.5,2.7,Jordan Amavi,8(3),794,-,-,2,-,0.7,73.7,1.5,-,6.39,Ligue1,390,Stade Brestois 29,Left-Back,left,"Jun 30, 2025",€2.00m
190,Montpellier,33 years old (12-03-1992),"1,73m",France,Midfielder (Centre),1.2,0.6,0.6,-,-,-,-,-,-,-,0.1,-,0.6,0.2,-,0.8,0.6,0.4,1,1,1.4,-,-,-,-,0.4,0.5,-,0.4,-,48.6,2.3,1.3,41.6,3.4,0.5,1.1,-,-,-,-,0.6,0.6,-,-,1.7,1,2.8,Jordan Ferri,18(4),1568,-,1,5,1,0.6,90.3,0.6,-,6.22,Ligue1,224,Montpellier HSC,Central Midfield,right,"Jun 30, 2026",€2.50m
191,Rennes,20 years old (02-07-2004),"1,82m",Wales,"Midfielder (Centre, Left)",0.7,0.4,0.3,-,-,-,-,-,0.1,0.1,0.1,0.2,0.6,0.2,-,0.7,0.6,0.5,1.1,0.8,1.2,-,-,-,-,0.7,1,0.4,0.7,0.1,25,1.3,0.5,20.5,2.7,0.7,0.5,-,-,-,-,0.8,0.6,-,0.2,1.4,0.7,2,Jordan James,13(7),1079,-,1,4,-,0.8,87.4,0.4,-,6.57,Ligue1,452,Stade Rennais FC,Central Midfield,right,"Jun 30, 2028",€8.00m
192,Angers,31 years old (09-08-1993),"1,84m",France,"Defender (Centre, Left)",2.1,1.2,0.8,-,-,-,-,-,-,-,1,0.4,0.6,-,-,5.8,0.3,0.3,0.5,0.5,0.4,-,-,-,-,1,0.3,0.1,0.2,-,51.4,2.8,4.5,40.1,3.9,0.5,0.1,-,-,-,-,0.2,-,-,0.2,1.7,0.5,2.1,Jordan Lefort,31,2790,-,1,1,-,0.2,83.6,1.2,-,6.69,Ligue1,30,Angers SCO,Centre-Back,left,"Jun 30, 2026",€1.20m
193,Monaco,25 years old (30-09-1999),"1,83m",Netherlands,"Defender (Centre, Right)",0.9,0.5,0.5,-,-,-,-,-,-,-,0.1,-,0.8,0.2,0.1,0.6,0.4,0.3,0.7,0.2,0.8,0.1,0.1,-,-,0.2,0.6,-,0.6,0.1,14.2,0.3,0.2,11.7,2,0.5,0.2,-,-,-,-,0.3,-,0.1,0.2,1.2,0.6,1.8,Jordan Teze,5(8),385,1,-,2,1,0.3,84.3,0.5,1,6.36,Ligue1,63,AS Monaco,Right-Back,right,"Jun 30, 2029",€12.00m
194,Lyon,32 years old (01-03-1993),"1,77m",France,Midfielder (Centre),1,0.4,0.6,-,-,-,-,-,-,-,0.1,-,0.5,0.1,-,0.9,0.1,0.2,0.3,0.3,0.8,0.1,-,-,-,0.2,0.5,0.1,0.4,-,32.6,1.2,1,26.6,3.7,0.8,0.3,-,-,-,-,0.7,0.4,-,0.3,1,0.9,1.9,Jordan Veretout,17(8),1390,2,-,3,-,0.7,85.5,0.4,-,6.43,Ligue1,274,Olympique Lyon,Central Midfield,right,"Jun 30, 2026",€5.00m
195,Montpellier,23 years old (24-09-2001),"1,79m",France,Defensive Midfielder (C),1.2,0.7,0.4,-,-,-,-,-,-,-,0.4,0.1,0.8,0.2,-,2.3,0.3,0.3,0.7,0.4,0.7,-,-,-,-,0.8,0.2,-,0.2,-,30.2,2.3,1.5,23.2,3.2,0.5,0.4,-,-,-,-,0.7,0.5,-,0.2,1.5,1.1,2.6,Joris Chotard,21(2),1690,1,-,5,-,0.7,84.5,0.7,-,6.34,Ligue1,221,Montpellier HSC,Defensive Midfield,right,"Jun 30, 2026",€7.00m
196,Reims,27 years old (26-05-1997),"1,90m",Kenya,Defender (Centre),2.3,1.5,0.8,-,-,-,-,-,-,-,0.9,0.2,0.5,0.2,0.1,5.7,0.2,0.7,0.9,0.7,0.7,0.1,-,0.1,-,1.2,0.2,0.1,0.1,-,50.9,4.9,4.8,37.5,3.8,0.6,0.1,-,-,-,-,0.6,0.1,-,0.5,1.3,0.4,1.7,Joseph Okumu,17(2),1499,1,-,3,1,0.6,83.2,1.5,1,6.77,Ligue1,412,Stade Reims,Centre-Back,right,"Jun 30, 2028",€7.00m
